"Class Code","Class Name","Parameter Code","Parameter"
"HAPS","Hazardous Air Pollutants","16721","N-Nitroso-N-Methylurea"
"HAPS","Hazardous Air Pollutants","16722","N-Nitrosodimethylamine (TSP) STP"
"HAPS","Hazardous Air Pollutants","16723","N-Nitrosomorpholine"
"HAPS","Hazardous Air Pollutants","45850","Naphthalene"
"HAPS","Hazardous Air Pollutants","17141","Naphthalene (TSP) STP"
"HAPS","Hazardous Air Pollutants","22136","Nickel (SP)"
"HAPS","Hazardous Air Pollutants","14136","Nickel (TSP) LC"
"HAPS","Hazardous Air Pollutants","12136","Nickel (TSP) STP"
"HAPS","Hazardous Air Pollutants","65336","Nickel (precip)"
"HAPS","Hazardous Air Pollutants","11359","Nickel - 58 (TSP)"
"HAPS","Hazardous Air Pollutants","11354","Nickel - 60 (TSP)"
"HAPS","Hazardous Air Pollutants","85136","Nickel PM10 LC"
"HAPS","Hazardous Air Pollutants","82136","Nickel PM10 STP"
"HAPS","Hazardous Air Pollutants","86136","Nickel PM10-2.5 LC"
"HAPS","Hazardous Air Pollutants","83136","Nickel PM10-2.5 STP"
"HAPS","Hazardous Air Pollutants","88136","Nickel PM2.5 LC"
"HAPS","Hazardous Air Pollutants","84136","Nickel PM2.5 STP"
"HAPS","Hazardous Air Pollutants","45705","Nitrobenzene"
"HAPS","Hazardous Air Pollutants","16788","Nitrobenzene (TSP) STP"
"HAPS","Hazardous Air Pollutants","51421","Parathion"
"HAPS","Hazardous Air Pollutants","17725","Pentachloronitrobenzene (TSP) STP"
"HAPS","Hazardous Air Pollutants","17808","Pentachlorophenol (TSP) STP"
"HAPS","Hazardous Air Pollutants","17212","Perylene (TSP) STP"
"HAPS","Hazardous Air Pollutants","17150","Phenanthrene (TSP) STP"
"HAPS","Hazardous Air Pollutants","45300","Phenol"
"HAPS","Hazardous Air Pollutants","16797","Phenol  (TSP) STP"
"HAPS","Hazardous Air Pollutants","43850","Phosgene"
"HAPS","Hazardous Air Pollutants","42610","Phosphine"
"HAPS","Hazardous Air Pollutants","12152","Phosphorus (TSP) STP"
"HAPS","Hazardous Air Pollutants","85152","Phosphorus PM10 LC"
"HAPS","Hazardous Air Pollutants","82152","Phosphorus PM10 STP"
"HAPS","Hazardous Air Pollutants","86152","Phosphorus PM10-2.5 LC"
"HAPS","Hazardous Air Pollutants","83152","Phosphorus PM10-2.5 STP"
"HAPS","Hazardous Air Pollutants","88152","Phosphorus PM2.5 LC"
"HAPS","Hazardous Air Pollutants","84152","Phosphorus PM2.5 STP"
"HAPS","Hazardous Air Pollutants","16462","Phthalic Anhydride"
"HAPS","Hazardous Air Pollutants","17833","Polychlorinated biphenyls (PCBs)"
"HAPS","Hazardous Air Pollutants","17199","Polycyclic organic matter (TSP) STP"
"HAPS","Hazardous Air Pollutants","43504","Propionaldehyde"
"HAPS","Hazardous Air Pollutants","51504","Propoxus (Baygon)"
"HAPS","Hazardous Air Pollutants","43602","Propylene oxide"
"HAPS","Hazardous Air Pollutants","17204","Pyrene (TSP) STP"
"HAPS","Hazardous Air Pollutants","18105","Quinoline"
"HAPS","Hazardous Air Pollutants","18125","Quinone"
"HAPS","Hazardous Air Pollutants","11300","Radionucleides"
"HAPS","Hazardous Air Pollutants","14154","Selenium (TSP) LC"
"HAPS","Hazardous Air Pollutants","12154","Selenium (TSP) STP"
"HAPS","Hazardous Air Pollutants","85154","Selenium PM10 LC"
"HAPS","Hazardous Air Pollutants","82154","Selenium PM10 STP"
"HAPS","Hazardous Air Pollutants","86154","Selenium PM10-2.5 LC"
"HAPS","Hazardous Air Pollutants","83154","Selenium PM10-2.5 STP"
"HAPS","Hazardous Air Pollutants","88154","Selenium PM2.5 LC"
"HAPS","Hazardous Air Pollutants","84154","Selenium PM2.5 STP"
"HAPS","Hazardous Air Pollutants","45220","Styrene"
"HAPS","Hazardous Air Pollutants","17601","Styrene Oxide"
"HAPS","Hazardous Air Pollutants","45110","Styrene and o-xylene"
"HAPS","Hazardous Air Pollutants","12278","TITANIUM TETRACHLORIDE"
"HAPS","Hazardous Air Pollutants","43817","Tetrachloroethylene"
"HAPS","Hazardous Air Pollutants","45202","Toluene"
"HAPS","Hazardous Air Pollutants","17823","Total heptachlorodibenzo-p-dioxin (TSP) STP"
"HAPS","Hazardous Air Pollutants","17829","Total heptachlorodibenzofuran (TSP) STP"
"HAPS","Hazardous Air Pollutants","17822","Total hexachlorodibenzo-p-dioxin (TSP) STP"
"HAPS","Hazardous Air Pollutants","17828","Total hexachlorodibenzofuran (TSP) STP"
"HAPS","Hazardous Air Pollutants","17824","Total octachlorodibenzo-p-dioxin (TSP) STP"
"HAPS","Hazardous Air Pollutants","17830","Total octachlorodibenzofuran (TSP) STP"
"HAPS","Hazardous Air Pollutants","17821","Total pentachlorodibenzo-p-dioxin (TSP) STP"
"HAPS","Hazardous Air Pollutants","17827","Total pentachlorodibenzofuran (TSP) STP"
"HAPS","Hazardous Air Pollutants","17820","Total tetachlorodibenzo-p-dioxin (TSP) STP"
"HAPS","Hazardous Air Pollutants","17826","Total tetrachlorodibenzofuran (TSP) STP"
"HAPS","Hazardous Air Pollutants","51117","Toxaphene (Chlorinated Camphene)"
"HAPS","Hazardous Air Pollutants","43824","Trichloroethylene"
"HAPS","Hazardous Air Pollutants","43741","Triethylamine"
"HAPS","Hazardous Air Pollutants","54426","Trifluralin"
"HAPS","Hazardous Air Pollutants","12179","Uranium (TSP) STP"
"HAPS","Hazardous Air Pollutants","85179","Uranium PM10 LC"
"HAPS","Hazardous Air Pollutants","82179","Uranium PM10 STP"
"HAPS","Hazardous Air Pollutants","83179","Uranium PM10-2.5 STP"
"HAPS","Hazardous Air Pollutants","84179","Uranium PM2.5 STP"
"HAPS","Hazardous Air Pollutants","43447","Vinyl acetate"
"HAPS","Hazardous Air Pollutants","43861","Vinyl bromide"
"HAPS","Hazardous Air Pollutants","43860","Vinyl chloride"
"HAPS","Hazardous Air Pollutants","45102","Xylene(s)"
"HAPS","Hazardous Air Pollutants","16529","beta-Propiolactone"
"HAPS","Hazardous Air Pollutants","16767","bis (2-chloroethyl)ether  (TSP) STP"
"HAPS","Hazardous Air Pollutants","16770","bis(2-ethylhexyl)phthalate  (TSP) STP"
"HAPS","Hazardous Air Pollutants","43831","cis-1,3-Dichloropropene"
"HAPS","Hazardous Air Pollutants","16786","m and p-Cresol  (TSP) STP"
"HAPS","Hazardous Air Pollutants","45111","m(and p)-Xylene & bromoform"
"HAPS","Hazardous Air Pollutants","17302","m-Cresol (TSP) STP"
"HAPS","Hazardous Air Pollutants","45205","m-Xylene"
"HAPS","Hazardous Air Pollutants","45109","m/p Xylene"
"HAPS","Hazardous Air Pollutants","43231","n-Hexane"
"HAPS","Hazardous Air Pollutants","17343","o-Anisidine"
"HAPS","Hazardous Air Pollutants","17301","o-Cresol (TSP) STP"
"HAPS","Hazardous Air Pollutants","17710","o-Toluidine (TSP) STP"
"HAPS","Hazardous Air Pollutants","45204","o-Xylene"
"HAPS","Hazardous Air Pollutants","45112","o-Xylene & 1,1,2,2-tetrachloroethane"
"HAPS","Hazardous Air Pollutants","17303","p-Cresol (TSP) STP"
"HAPS","Hazardous Air Pollutants","17704","p-Phenylenediamine"
"HAPS","Hazardous Air Pollutants","45206","p-Xylene"
"HAPS","Hazardous Air Pollutants","43830","trans-1,3-Dichloropropene"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88321","EC PM2.5 LC TOR"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88329","EC1 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88330","EC2 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88331","EC3 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88323","EH IMPROVE PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88320","OC PM2.5 LC TOR"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88324","OC1 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88325","OC2 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88326","OC3 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88327","OC4 PM2.5 LC"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88322","OCH PM2.5 LC TOT"
"IMPROVE CARBON","IMPROVE Carbon Parameters","88328","OP PM2.5 LC TOR"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88341","Aerosol Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88104","Aluminum PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88301","Ammonium Ion PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88345","Ammonium Nitrate Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88344","Ammonium Nitrate PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88340","Ammonium Sulfate Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88339","Ammonium Sulfate PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88103","Arsenic PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88109","Bromine PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88111","Calcium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88203","Chloride PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","84203","Chloride PM2.5 STP"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88115","Chlorine PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88112","Chromium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88342","Coarse Mass Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88114","Copper PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88307","EC CSN PM2.5 LC TOT"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88329","EC1 PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88330","EC2 PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88331","EC3 PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88343","Elemental Carbon Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88337","Hydrogen PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88126","Iron PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88128","Lead PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88140","Magnesium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88132","Manganese PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88134","Molybdenum PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88136","Nickel PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88338","Nitrite PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88320","OC PM2.5 LC TOR"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88332","OC1 CSN Unadjusted PM2.5 LC TOT"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88333","OC2 CSN Unadjusted PM2.5 LC TOT"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88334","OC3 CSN Unadjusted PM2.5 LC TOT"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88335","OC4 CSN Unadjusted PM2.5 LC TOT"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88336","OP CSN PM2.5 LC TOT"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88346","Organic Carbon Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88350","Organic Carbon Mass PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88347","Particle Light Scatter"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88152","Phosphorus PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88180","Potassium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88401","Reconstructed Mass PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88176","Rubidium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88154","Selenium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88165","Silicon PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88184","Sodium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88349","Soil Extinction PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88348","Soil PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88168","Strontium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88403","Sulfate PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88169","Sulfur PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88170","Tantalum PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88161","Titanium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88306","Total Nitrate PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88164","Vanadium PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88167","Zinc PM2.5 LC"
"IMPROVE_SPECIATION","PM2.5 Speciated Parameters Measured at IMPROVE sites","88185","Zirconium PM2.5 LC"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","43218","1,3-Butadiene"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17906","2,4-Toluene Diisocyanate"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","45704","4,4-Methylenedianiline"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","45732","4,4-Methylenediphenyl Diisocyanate (MDI)"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","43503","Acetaldehyde"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","43505","Acrolein - Unverified"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","43509","Acrolein - Verified"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","85103","Arsenic PM10 LC"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","45201","Benzene"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17215","Benzo[a]anthracene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17242","Benzo[a]pyrene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17220","Benzo[b]fluoranthene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17223","Benzo[k]fluoranthene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","14115","Chromium VI (TSP) LC"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17208","Chrysene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","85113","Cobalt PM10 LC"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17231","Dibenzo[a,h]anthracene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","16714","Hexamethylene diisocyanate"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17243","Indeno[1,2,3-cd]pyrene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","14128","Lead (TSP) LC Non-FRM/FEM"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","85132","Manganese PM10 LC"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","17141","Naphthalene (TSP) STP"
"KEY SAT","Key Pollutants identified for the School Air Toxics Program","85136","Nickel PM10 LC"
"MET","Meteorological Parameters","62604","Ammonia (precip)"
"MET","Meteorological Parameters","61120","Atmospheric Stability"
"MET","Meteorological Parameters","68108","Average Ambient Pressure"
"MET","Meteorological Parameters","68105","Average Ambient Temperature"
"MET","Meteorological Parameters","64101","Barometric pressure"
"MET","Meteorological Parameters","66101","Cloud cover"
"MET","Meteorological Parameters","62103","Dew Point"
"MET","Meteorological Parameters","65103","EVAPORATION"
"MET","Meteorological Parameters","63303","Infrared Radiation"
"MET","Meteorological Parameters","61202","Lapse Rate"
"MET","Meteorological Parameters","61301","Mixing Height"
"MET","Meteorological Parameters","61302","Mixing Speed"
"MET","Meteorological Parameters","63305","Net radiation"
"MET","Meteorological Parameters","62101","Outdoor Temperature"
"MET","Meteorological Parameters","61105","Peak Wind Gust"
"MET","Meteorological Parameters","65101","Rain 24hr total"
"MET","Meteorological Parameters","65102","Rain/melt precipitation"
"MET","Meteorological Parameters","62201","Relative Humidity "
"MET","Meteorological Parameters","62108","Soil Temperature"
"MET","Meteorological Parameters","63301","Solar radiation"
"MET","Meteorological Parameters","61106","Std Dev Hz Wind Direction"
"MET","Meteorological Parameters","61111","Std Dev Hz Wind Speed"
"MET","Meteorological Parameters","61107","Std Dev Vt Wind Direction"
"MET","Meteorological Parameters","61110","Std Dev Vt Wind Speed"
"MET","Meteorological Parameters","62104","Temperature 24-Hr Max"
"MET","Meteorological Parameters","62105","Temperature 24-Hr Min"
"MET","Meteorological Parameters","62106","Temperature Difference"
"MET","Meteorological Parameters","63302","Ultraviolet radiation"
"MET","Meteorological Parameters","63304","Ultraviolet radiation (type B)"
"MET","Meteorological Parameters","61112","Vert Wind Direction"
"MET","Meteorological Parameters","61109","Vertical Wind Speed"
"MET","Meteorological Parameters","62102","Virtual Temperature"
"MET","Meteorological Parameters","63101","Visibility"
"MET","Meteorological Parameters","61104","Wind Direction - Resultant"
"MET","Meteorological Parameters","61102","Wind Direction - Scalar"
"MET","Meteorological Parameters","61103","Wind Speed - Resultant"
"MET","Meteorological Parameters","61101","Wind Speed - Scalar"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43218","1,3-Butadiene"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43503","Acetaldehyde"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43505","Acrolein - Unverified"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43509","Acrolein - Verified"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85103","Arsenic PM10 LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","82103","Arsenic PM10 STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","45201","Benzene"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","17242","Benzo[a]pyrene (TSP) STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85105","Beryllium PM10 LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","82105","Beryllium PM10 STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85110","Cadmium PM10 LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","82110","Cadmium PM10 STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43804","Carbon tetrachloride"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43803","Chloroform"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","14115","Chromium VI (TSP) LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","12115","Chromium VI (TSP) STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43502","Formaldehyde"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85128","Lead PM10 LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85129","Lead PM10 LC FRM/FEM"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","82128","Lead PM10 STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85132","Manganese PM10 LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","82132","Manganese PM10 STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","17141","Naphthalene (TSP) STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","85136","Nickel PM10 LC"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","82136","Nickel PM10 STP"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43817","Tetrachloroethylene"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43824","Trichloroethylene"
"NATTS CORE HAPS","The core list of toxics of interest to the NATTS program.","43860","Vinyl chloride"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43218","1,3-Butadiene"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43503","Acetaldehyde"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43505","Acrolein - Unverified"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43509","Acrolein - Verified"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85102","Antimony PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85103","Arsenic PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","82103","Arsenic PM10 STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","45201","Benzene"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","17242","Benzo[a]pyrene (TSP) STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85105","Beryllium PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","82105","Beryllium PM10 STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85110","Cadmium PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","82110","Cadmium PM10 STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43804","Carbon tetrachloride"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43803","Chloroform"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","12115","Chromium VI (TSP) STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85113","Cobalt PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43502","Formaldehyde"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85128","Lead PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","82128","Lead PM10 STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85132","Manganese PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","82132","Manganese PM10 STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85142","Mercury PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","17141","Naphthalene (TSP) STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85136","Nickel PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","82136","Nickel PM10 STP"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","85154","Selenium PM10 LC"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43817","Tetrachloroethylene"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43824","Trichloroethylene"
"NATTS REQUIRED","Required compounds to be collected in the National Air Toxics Network","43860","Vinyl chloride"
"NPAP GASES","National Performance Audit Program (NPAP) Gases","42101","Carbon monoxide"
"NPAP GASES","National Performance Audit Program (NPAP) Gases","42602","Nitrogen dioxide (NO2)"
"NPAP GASES","National Performance Audit Program (NPAP) Gases","44201","Ozone"
"NPAP GASES","National Performance Audit Program (NPAP) Gases","42401","Sulfur dioxide"
"PAH","Polycyclic Aromatic Hydrocarbons","17144","1,2-Dimethylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17146","1,2-dimethylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17143","1,7-dimethylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","45851","1-Methylnaphthalene"
"PAH","Polycyclic Aromatic Hydrocarbons","16938","1-Methylnapthalene"
"PAH","Polycyclic Aromatic Hydrocarbons","17157","1-methylphenanthrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17153","1-nitropyrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","88393","1-nitropyrene PM2.5 LC"
"PAH","Polycyclic Aromatic Hydrocarbons","17145","2,3-dimethylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17142","2,6-dimethylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17140","2,7-dimethylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","16742","2-Chloronaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","45852","2-Methylnaphthalene"
"PAH","Polycyclic Aromatic Hydrocarbons","16915","2-Methylnaphthalene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17156","2-methylphenanthrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","16749","3-Methylcholanthrene  (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","16761","7,12-Dimethylbenz[a]anthracene  (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17159","9-fluorenone (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17147","Acenaphthene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17148","Acenaphthylene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17210","Anthanthrene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","17151","Anthracene (TSP) STP"
"PAH","Polycyclic Aromatic Hydrocarbons","82242","Benzo(a)Pyrene PM10 STP"
"PAH","Polycyclic Aromatic Hydrocarbons","82220","Benzo(b)Fluranthene PM10 STP"
"PAH","Polycyclic Aromatic Hydrocarbons","82237","Benzo(g,h,i)Perylene PM10 STP"
