"Class Code","Class Name","Parameter Code","Parameter"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","42153","Carbon disulfide"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43804","Carbon tetrachloride"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45801","Chlorobenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43812","Chloroethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43803","Chloroform"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43801","Chloromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43835","Chloroprene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43832","Dibromochloromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43823","Dichlorodifluoromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43802","Dichloromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43438","Ethyl acrylate"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45203","Ethylbenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43843","Ethylene dibromide"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43815","Ethylene dichloride"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43207","Freon 113"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43208","Freon 114"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43844","Hexachlorobutadiene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43814","Methyl chloroform"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43552","Methyl ethyl ketone"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43560","Methyl isobutyl ketone"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43441","Methyl methacrylate"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43372","Methyl tert-butyl ether"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43205","Propylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45220","Styrene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43373","Tert-amyl methyl ether"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43817","Tetrachloroethylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45202","Toluene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43824","Trichloroethylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43811","Trichlorofluoromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43860","Vinyl chloride"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43839","cis-1,2-Dichloroethene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43831","cis-1,3-Dichloropropene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45109","m/p Xylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43233","n-Octane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45204","o-Xylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43396","tert-Butyl ethyl ether"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43838","trans-1,2-Dichloroethylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43830","trans-1,3-Dichloropropene"
"VOC","Volatile organic compounds","43818","1,1,2,2-Tetrachloroethane"
"VOC","Volatile organic compounds","43821","1,1,2-Trichloro-1,2,2-trifluoroethane"
"VOC","Volatile organic compounds","43820","1,1,2-Trichloroethane"
"VOC","Volatile organic compounds","43813","1,1-Dichloroethane"
"VOC","Volatile organic compounds","43826","1,1-Dichloroethylene"
"VOC","Volatile organic compounds","45225","1,2,3-Trimethylbenzene"
"VOC","Volatile organic compounds","45810","1,2,4-Trichlorobenzene"
"VOC","Volatile organic compounds","45208","1,2,4-Trimethylbenzene"
"VOC","Volatile organic compounds","45805","1,2-Dichlorobenzene"
"VOC","Volatile organic compounds","43829","1,2-Dichloropropane"
"VOC","Volatile organic compounds","45207","1,3,5-Trimethylbenzene"
"VOC","Volatile organic compounds","43218","1,3-Butadiene"
"VOC","Volatile organic compounds","45806","1,3-Dichlorobenzene"
"VOC","Volatile organic compounds","45807","1,4-Dichlorobenzene"
"VOC","Volatile organic compounds","46201","1,4-Dioxane"
"VOC","Volatile organic compounds","43280","1-Butene"
"VOC","Volatile organic compounds","43224","1-Pentene"
"VOC","Volatile organic compounds","43250","2,2,4-Trimethylpentane"
"VOC","Volatile organic compounds","43244","2,2-Dimethylbutane"
"VOC","Volatile organic compounds","43252","2,3,4-Trimethylpentane"
"VOC","Volatile organic compounds","43284","2,3-Dimethylbutane"
"VOC","Volatile organic compounds","43291","2,3-Dimethylpentane"
"VOC","Volatile organic compounds","43247","2,4-Dimethylpentane"
"VOC","Volatile organic compounds","43960","2-Methylheptane"
"VOC","Volatile organic compounds","43263","2-Methylhexane"
"VOC","Volatile organic compounds","43285","2-Methylpentane"
"VOC","Volatile organic compounds","45811","2-chlorotoluene"
"VOC","Volatile organic compounds","43335","3-Chloropropene"
"VOC","Volatile organic compounds","43253","3-Methylheptane"
"VOC","Volatile organic compounds","43249","3-Methylhexane"
"VOC","Volatile organic compounds","43230","3-Methylpentane"
"VOC","Volatile organic compounds","43503","Acetaldehyde"
"VOC","Volatile organic compounds","43551","Acetone"
"VOC","Volatile organic compounds","43702","Acetonitrile"
"VOC","Volatile organic compounds","43206","Acetylene"
"VOC","Volatile organic compounds","43505","Acrolein - Unverified"
"VOC","Volatile organic compounds","43509","Acrolein - Verified"
"VOC","Volatile organic compounds","43704","Acrylonitrile"
"VOC","Volatile organic compounds","45201","Benzene"
"VOC","Volatile organic compounds","45809","Benzyl chloride"
"VOC","Volatile organic compounds","43836","Bromochloromethane"
"VOC","Volatile organic compounds","43828","Bromodichloromethane"
"VOC","Volatile organic compounds","43806","Bromoform"
"VOC","Volatile organic compounds","43819","Bromomethane"
"VOC","Volatile organic compounds","42153","Carbon disulfide"
"VOC","Volatile organic compounds","43804","Carbon tetrachloride"
"VOC","Volatile organic compounds","45801","Chlorobenzene"
"VOC","Volatile organic compounds","43812","Chloroethane"
"VOC","Volatile organic compounds","43803","Chloroform"
"VOC","Volatile organic compounds","43801","Chloromethane"
"VOC","Volatile organic compounds","43835","Chloroprene"
"VOC","Volatile organic compounds","43248","Cyclohexane"
"VOC","Volatile organic compounds","43242","Cyclopentane"
"VOC","Volatile organic compounds","43832","Dibromochloromethane"
"VOC","Volatile organic compounds","43823","Dichlorodifluoromethane"
"VOC","Volatile organic compounds","43802","Dichloromethane"
"VOC","Volatile organic compounds","43852","Dichlorotetrafluoroethane"
"VOC","Volatile organic compounds","43202","Ethane"
"VOC","Volatile organic compounds","43209","Ethyl acetate"
"VOC","Volatile organic compounds","43438","Ethyl acrylate"
"VOC","Volatile organic compounds","45203","Ethylbenzene"
"VOC","Volatile organic compounds","43203","Ethylene"
"VOC","Volatile organic compounds","43843","Ethylene dibromide"
"VOC","Volatile organic compounds","43815","Ethylene dichloride"
"VOC","Volatile organic compounds","43502","Formaldehyde"
"VOC","Volatile organic compounds","43207","Freon 113"
"VOC","Volatile organic compounds","43208","Freon 114"
"VOC","Volatile organic compounds","43844","Hexachlorobutadiene"
"VOC","Volatile organic compounds","43306","ISO-BUTYL ALCOHOL"
"VOC","Volatile organic compounds","43214","Isobutane"
"VOC","Volatile organic compounds","43221","Isopentane"
"VOC","Volatile organic compounds","43243","Isoprene"
"VOC","Volatile organic compounds","45210","Isopropylbenzene"
"VOC","Volatile organic compounds","43814","Methyl chloroform"
"VOC","Volatile organic compounds","43552","Methyl ethyl ketone"
"VOC","Volatile organic compounds","43560","Methyl isobutyl ketone"
"VOC","Volatile organic compounds","43441","Methyl methacrylate"
"VOC","Volatile organic compounds","43372","Methyl tert-butyl ether"
"VOC","Volatile organic compounds","43261","Methylcyclohexane"
"VOC","Volatile organic compounds","43262","Methylcyclopentane"
"VOC","Volatile organic compounds","43204","Propane"
"VOC","Volatile organic compounds","43205","Propylene"
"VOC","Volatile organic compounds","45220","Styrene"
"VOC","Volatile organic compounds","43000","Sum of PAMS target compounds"
"VOC","Volatile organic compounds","43373","Tert-amyl methyl ether"
"VOC","Volatile organic compounds","43817","Tetrachloroethylene"
"VOC","Volatile organic compounds","45202","Toluene"
"VOC","Volatile organic compounds","43102","Total NMOC (non-methane organic compound)"
"VOC","Volatile organic compounds","43824","Trichloroethylene"
"VOC","Volatile organic compounds","43811","Trichlorofluoromethane"
"VOC","Volatile organic compounds","43447","Vinyl acetate"
"VOC","Volatile organic compounds","43861","Vinyl bromide"
"VOC","Volatile organic compounds","43860","Vinyl chloride"
"VOC","Volatile organic compounds","43256","alpha.-Pinene"
"VOC","Volatile organic compounds","43257","beta.-Pinene"
"VOC","Volatile organic compounds","43839","cis-1,2-Dichloroethene"
"VOC","Volatile organic compounds","43831","cis-1,3-Dichloropropene"
"VOC","Volatile organic compounds","43217","cis-2-Butene"
"VOC","Volatile organic compounds","43227","cis-2-Pentene"
"VOC","Volatile organic compounds","45218","m-Diethylbenzene"
"VOC","Volatile organic compounds","45212","m-Ethyltoluene"
"VOC","Volatile organic compounds","45109","m/p Xylene"
"VOC","Volatile organic compounds","43212","n-Butane"
"VOC","Volatile organic compounds","43238","n-Decane"
"VOC","Volatile organic compounds","43232","n-Heptane"
"VOC","Volatile organic compounds","43231","n-Hexane"
"VOC","Volatile organic compounds","43235","n-Nonane"
"VOC","Volatile organic compounds","43233","n-Octane"
"VOC","Volatile organic compounds","43220","n-Pentane"
"VOC","Volatile organic compounds","45209","n-Propylbenzene"
"VOC","Volatile organic compounds","43954","n-Undecane"
"VOC","Volatile organic compounds","45211","o-Ethyltoluene"
"VOC","Volatile organic compounds","45204","o-Xylene"
"VOC","Volatile organic compounds","45219","p-Diethylbenzene"
"VOC","Volatile organic compounds","45213","p-Ethyltoluene"
"VOC","Volatile organic compounds","43396","tert-Butyl ethyl ether"
"VOC","Volatile organic compounds","43309","tert-butyl alcohol"
"VOC","Volatile organic compounds","43838","trans-1,2-Dichloroethylene"
"VOC","Volatile organic compounds","43830","trans-1,3-Dichloropropene"
"VOC","Volatile organic compounds","43216","trans-2-Butene"
"VOC","Volatile organic compounds","43226","trans-2-Pentene"
